farmer_id,name,location,product,land_size
F4529,Manoj,Punjab,Wheat,5.0
F4130,Manoj,Punjab,Potato,1.2
F9740,Sunil,Unknown,Soybean,4.5
F8273,Ravi,Maharashtra,Maize,3.5
F5674,Amit,Unknown,Maize,5.0
F7817,Ravi,Maharashtra,Rice,2.8
F6596,Unknown,Maharashtra,Rice,4.5
F3208,Amit,Unknown,Rice,2.8
F6139,Rajesh,UP,Wheat,1.2
F9068,Unknown,Unknown,Wheat,1.2
F8202,Rajesh,Unknown,Potato,1.2
F5877,Ravi,Haryana,Soybean,2.8
F1998,Ravi,Unknown,Potato,5.0
F8075,Sunil,Maharashtra,Soybean,2.8
F2692,Unknown,Unknown,Soybean,3.5
F4157,Sunil,Haryana,Maize,5.0
F7165,Rajesh,Haryana,Rice,2.8
F8797,Sunil,UP,Wheat,5.0
F6668,Amit,Karnataka,Rice,2.8
F3878,Ravi,Haryana,Soybean,2.8
F4250,Amit,Unknown,Wheat,3.5
F4666,Rajesh,Haryana,Wheat,1.2
F4004,Manoj,UP,Soybean,5.0
F4070,Unknown,Punjab,Rice,2.8
F6293,Sunil,UP,Rice,2.8
F3283,Sunil,Unknown,Soybean,3.5
F9993,Sunil,Karnataka,Maize,1.2
F4488,Rajesh,UP,Maize,2.8
F2312,Ravi,Unknown,Wheat,1.2
F7837,Unknown,UP,Rice,5.0
F7643,Unknown,Unknown,Maize,4.5
F7633,Ravi,Haryana,Maize,5.0
F1629,Sunil,Haryana,Potato,1.2
F9693,Rajesh,UP,Maize,1.2
F4895,Manoj,Karnataka,Wheat,3.5
F2731,Amit,Punjab,Wheat,4.5
F7434,Amit,Maharashtra,Potato,5.0
F4389,Manoj,Unknown,Potato,3.5
F5376,Rajesh,Haryana,Potato,3.5
F7323,Amit,Karnataka,Potato,1.2
F9749,Manoj,Karnataka,Potato,3.5
F7293,Sunil,Karnataka,Rice,4.5
F6951,Rajesh,Unknown,Soybean,1.2
F5375,Ravi,UP,Rice,4.5
F9027,Rajesh,Maharashtra,Rice,5.0
F7431,Amit,Karnataka,Potato,5.0
F5804,Ravi,Maharashtra,Rice,5.0
F3222,Rajesh,Haryana,Maize,3.5
F5460,Ravi,Punjab,Potato,3.5
F2610,Rajesh,Karnataka,Maize,3.5
F1698,Unknown,Haryana,Wheat,5.0
F6933,Unknown,Punjab,Maize,3.5
F3701,Sunil,Unknown,Rice,2.8
F4087,Rajesh,Maharashtra,Wheat,2.8
F1741,Ravi,Haryana,Rice,5.0
F2948,Amit,Unknown,Wheat,2.8
F8850,Manoj,Haryana,Rice,3.5
F3914,Manoj,Haryana,Potato,5.0
F4341,Sunil,Punjab,Potato,4.5
F1862,Amit,Karnataka,Wheat,3.5
F5959,Manoj,Punjab,Potato,2.8
F5295,Sunil,Unknown,Wheat,4.5
F5728,Rajesh,UP,Wheat,5.0
F8475,Amit,Unknown,Wheat,1.2
F3858,Manoj,Karnataka,Wheat,3.5
F1531,Unknown,Karnataka,Rice,5.0
F7159,Ravi,Maharashtra,Wheat,1.2
F4317,Ravi,Karnataka,Rice,3.5
F4752,Manoj,Karnataka,Maize,1.2
F1535,Amit,Punjab,Maize,3.5
F5081,Amit,Haryana,Wheat,4.5
F4038,Amit,Maharashtra,Potato,3.5
F1483,Ravi,Karnataka,Maize,5.0
F8233,Unknown,Maharashtra,Potato,5.0
F2958,Ravi,Karnataka,Maize,2.8
F7597,Manoj,UP,Maize,2.8
F6596,Ravi,UP,Maize,3.5
F4388,Ravi,Maharashtra,Rice,3.5
F6250,Amit,UP,Soybean,1.2
F3765,Sunil,UP,Soybean,5.0
F1382,Manoj,Punjab,Soybean,2.8
F7469,Rajesh,Haryana,Potato,1.2
F5192,Amit,Haryana,Potato,3.5
F4273,Ravi,Punjab,Potato,4.5
F1469,Ravi,Punjab,Soybean,1.2
F2216,Amit,Karnataka,Soybean,5.0
F5305,Unknown,Unknown,Wheat,2.8
F6045,Manoj,Karnataka,Maize,2.8
F1268,Amit,Punjab,Wheat,1.2
F3099,Ravi,Unknown,Maize,4.5
F3695,Unknown,Maharashtra,Potato,3.5
F1019,Ravi,Haryana,Potato,2.8
F5399,Sunil,Punjab,Rice,4.5
F8648,Sunil,Haryana,Potato,3.5
F4998,Rajesh,Haryana,Potato,3.5
F4411,Amit,Haryana,Soybean,3.5
F1569,Unknown,Maharashtra,Soybean,1.2
F8566,Ravi,Maharashtra,Maize,5.0
F1263,Unknown,Punjab,Wheat,5.0
F7331,Rajesh,Haryana,Potato,3.5
F7163,Ravi,Unknown,Maize,1.2
F2595,Unknown,UP,Potato,4.5
F7803,Sunil,Punjab,Potato,3.5
F3455,Unknown,Haryana,Potato,3.5
F5561,Amit,Karnataka,Maize,3.5
F8916,Sunil,Unknown,Wheat,2.8
F8318,Unknown,UP,Potato,2.8
F6387,Rajesh,Maharashtra,Maize,3.5
F5984,Unknown,Unknown,Potato,1.2
F3469,Manoj,Maharashtra,Rice,1.2
F7182,Sunil,Karnataka,Rice,3.5
F6219,Sunil,Karnataka,Soybean,2.8
F8162,Rajesh,Punjab,Potato,3.5
F6172,Rajesh,Punjab,Potato,1.2
F1352,Amit,Unknown,Rice,1.2
F5084,Amit,Maharashtra,Potato,3.5
F2463,Rajesh,Karnataka,Soybean,3.5
F5562,Unknown,Karnataka,Potato,1.2
F3139,Manoj,Karnataka,Maize,3.5
F4357,Manoj,UP,Potato,3.5
F9642,Sunil,Karnataka,Rice,4.5
F4361,Manoj,UP,Rice,3.5
F2727,Unknown,Maharashtra,Wheat,1.2
F6110,Ravi,Punjab,Potato,3.5
F2287,Manoj,Unknown,Soybean,3.5
F5285,Ravi,Punjab,Soybean,5.0
F8658,Unknown,Unknown,Maize,1.2
F9870,Sunil,Unknown,Soybean,5.0
F2629,Sunil,Haryana,Maize,4.5
F8413,Manoj,Unknown,Maize,3.5
F5439,Ravi,Punjab,Maize,2.8
F1427,Ravi,Maharashtra,Soybean,1.2
F3700,Manoj,Haryana,Maize,3.5
F5116,Sunil,Maharashtra,Soybean,2.8
F5404,Rajesh,Maharashtra,Potato,2.8
F3835,Unknown,Unknown,Potato,2.8
F6946,Unknown,Karnataka,Maize,3.5
F9619,Unknown,Haryana,Soybean,5.0
F8718,Manoj,Haryana,Soybean,4.5
F9220,Sunil,Punjab,Potato,5.0
F3144,Ravi,Maharashtra,Wheat,3.5
F3335,Ravi,Punjab,Wheat,1.2
F3847,Unknown,UP,Rice,3.5
F9090,Amit,UP,Maize,3.5
F2504,Unknown,Punjab,Wheat,2.8
F8116,Amit,Maharashtra,Maize,2.8
F2792,Rajesh,Punjab,Maize,4.5
F2849,Manoj,UP,Potato,3.5
F8759,Amit,UP,Maize,1.2
F5568,Sunil,Karnataka,Maize,4.5
F3015,Sunil,Punjab,Rice,5.0
F9898,Ravi,Maharashtra,Wheat,4.5
F6549,Ravi,Karnataka,Potato,3.5
F2747,Unknown,Maharashtra,Rice,3.5
F6315,Manoj,Unknown,Soybean,3.5
F2526,Ravi,Unknown,Potato,1.2
F1529,Rajesh,UP,Soybean,5.0
F9176,Unknown,UP,Soybean,3.5
F1626,Sunil,Unknown,Potato,5.0
F3708,Manoj,Haryana,Maize,3.5
F7568,Sunil,Maharashtra,Wheat,2.8
F3009,Unknown,Maharashtra,Potato,1.2
F9049,Ravi,UP,Wheat,5.0
F7940,Ravi,Unknown,Soybean,5.0
F8514,Rajesh,Maharashtra,Rice,1.2
F8388,Manoj,UP,Maize,5.0
F6613,Rajesh,UP,Rice,3.5
F6062,Ravi,Maharashtra,Wheat,3.5
F3058,Unknown,Haryana,Wheat,2.8
F8729,Sunil,UP,Rice,2.8
F8970,Manoj,Haryana,Maize,5.0
F9307,Amit,Karnataka,Wheat,4.5
F7405,Sunil,Unknown,Rice,1.2
F4769,Manoj,Karnataka,Rice,2.8
F2608,Sunil,UP,Soybean,2.8
F6344,Unknown,Punjab,Wheat,3.5
F1823,Unknown,Maharashtra,Maize,4.5
F7658,Manoj,Unknown,Rice,4.5
F6311,Manoj,Maharashtra,Potato,3.5
F2679,Rajesh,Karnataka,Soybean,2.8
F6722,Sunil,Haryana,Rice,4.5
F9387,Amit,Maharashtra,Wheat,1.2
F6146,Ravi,Karnataka,Rice,2.8
F5224,Sunil,Karnataka,Rice,2.8
F9845,Ravi,Haryana,Rice,3.5
F3617,Sunil,UP,Soybean,3.5
F5251,Unknown,UP,Potato,4.5
F5973,Manoj,Punjab,Soybean,1.2
F4149,Ravi,Haryana,Soybean,1.2
F1668,Rajesh,UP,Potato,4.5
F2615,Amit,Unknown,Maize,5.0
F6909,Ravi,Karnataka,Wheat,5.0
F1026,Manoj,UP,Wheat,4.5
F1510,Ravi,UP,Rice,5.0
F3764,Amit,Punjab,Rice,4.5
F7690,Rajesh,Punjab,Potato,5.0
F5831,Unknown,Maharashtra,Wheat,3.5
F1395,Unknown,Unknown,Rice,1.2
F8787,Unknown,Punjab,Maize,3.5
F5285,Rajesh,Maharashtra,Potato,3.5
F9905,Rajesh,Punjab,Maize,3.5
F6339,Rajesh,Maharashtra,Wheat,1.2
F9476,Ravi,Punjab,Maize,3.5
F3192,Sunil,Haryana,Soybean,4.5
F8084,Ravi,Karnataka,Maize,1.2
F2406,Unknown,Punjab,Potato,3.5
F3200,Unknown,Unknown,Rice,5.0
F5136,Rajesh,Haryana,Soybean,3.5
F9557,Ravi,Karnataka,Rice,4.5
F7327,Rajesh,Maharashtra,Maize,2.8
F9359,Unknown,Unknown,Wheat,2.8
F7063,Ravi,Maharashtra,Wheat,3.5
F6825,Unknown,Haryana,Rice,3.5
F8000,Unknown,UP,Maize,3.5
F6916,Manoj,Haryana,Wheat,3.5
F1733,Manoj,Maharashtra,Soybean,4.5
F5165,Amit,Maharashtra,Maize,4.5
F8855,Amit,Haryana,Soybean,1.2
F5492,Unknown,Karnataka,Rice,3.5
F7789,Ravi,UP,Rice,3.5
F9366,Amit,Haryana,Rice,2.8
F4745,Manoj,Punjab,Soybean,3.5
F8545,Manoj,UP,Wheat,5.0
F9480,Rajesh,Haryana,Wheat,4.5
F2541,Amit,Maharashtra,Maize,3.5
F2402,Unknown,Unknown,Soybean,3.5
F1232,Unknown,Punjab,Rice,3.5
F6720,Rajesh,UP,Maize,4.5
F5955,Manoj,Punjab,Wheat,3.5
F2557,Manoj,Karnataka,Soybean,5.0
F8763,Sunil,Unknown,Rice,3.5
F7307,Ravi,Punjab,Potato,3.5
F7848,Sunil,Punjab,Wheat,1.2
F4765,Ravi,Punjab,Potato,4.5
F4859,Rajesh,Maharashtra,Soybean,1.2
F7566,Amit,Karnataka,Rice,3.38
F6988,Rajesh,Karnataka,Maize,4.19
F2593,Amit,UP,Wheat,4.85
F1888,Manoj,UP,Potato,5.16
F9899,Manoj,Karnataka,Soybean,2.87
F6292,Ravi,Karnataka,Wheat,3.3
F4361x,Ravi,Haryana,Soybean,4.88
F3539,Unknown,UP,Maize,4.94
F6181,Amit,Punjabx,Wheat,1.17
F6348,Amit,Unknown,Rice,3.37
F1463,Sunil,UP,Rice,2.78
F6119,Amit,Punjab,Rice,3.57
F8408,Amit,UP,Rice,1.17
F5959,Ravi,Maharashtra,Soybean,5.33
F8035,Rajesh,Haryana,Rice,4.53
F1834,Sunil,Haryana,Soybean,4.51
F4147,Ravi,Maharashtra,Soybean,2.59
F9017,Rajeshx,Punjab,Wheat,3.4
F8143,Rajesh,Haryana,Potato,3.5
F3104,Rajesh,Punjab,Potato,2.87
F4088,Ravi,Maharashtra,Wheat,4.37
F9568,Rajeshx,UP,Rice,4.52
F1707,Manojx,Punjab,Potato,4.56
F6698,Amit,Karnataka,Soybean,2.77
F4559,Ravi,Unknown,Maize,3.24
F2006,Amit,Maharashtra,Wheat,1.28
F3797,Manoj,Unknown,Maize,4.32
F2591,Sunil,Punjab,Rice,1.2
F5160,Sunilx,Haryana,Ricex,5.41
F5557,Rajesh,UP,Wheat,3.41
F5738,Manoj,Punjab,Rice,3.11
F8831,Ravi,Maharashtra,Soybean,2.63
F5254,Unknown,Maharashtra,Maize,4.33
F2817,Rajesh,Maharashtra,Soybean,1.3
F8895,Sunil,Karnataka,Maizex,4.53
F3386,Amit,UP,Soybean,4.46
F4154,Amit,Karnataka,Soybean,3.63
F1684,Unknown,UP,Maize,4.72
F3701,Ravi,Haryana,Wheat,1.23
F7220,Unknown,Haryana,Potato,3.5
F5995,Rajesh,UP,Soybean,1.22
F3560,Rajesh,Haryana,Potato,4.29
F4340,Manoj,Maharashtra,Soybean,2.63
F9437,Ravi,Punjab,Rice,4.53
F6077,Unknown,Maharashtra,Rice,3.57
F1943,Unknown,Punjab,Wheat,1.25
F2415,Manoj,Unknown,Soybean,2.71
F9796,Manoj,Punjab,Maize,2.93
F7350,Unknown,Karnataka,Wheat,5.35
F1057,Sunil,Unknown,Rice,3.63
F7187,Rajesh,Haryana,Soybean,5.02
F5123,Amit,Punjab,Maize,1.19
F5819,Ravi,Unknown,Wheat,2.88
F2379,Amit,Maharashtra,Soybean,3.65
F8888,Unknown,Karnataka,Rice,3.59
F3698,Ravi,UP,Maize,3.84
F8393,Manoj,Haryana,Maize,2.88
F4075,Amit,UP,Wheat,2.92
F2377,Rajesh,Maharashtra,Soybean,3.36
F2242,Rajesh,Unknown,Rice,4.69
F4945,Unknown,Punjab,Soybean,2.82
F9862,Unknown,Haryana,Rice,1.11
F6210,Ravi,Maharashtra,Potato,4.93
F7889,Unknown,UP,Soybean,5.57
F4496,Unknown,Maharashtra,Soybean,5.36
F5257,Sunil,Punjab,Wheat,3.58
F5588,Rajesh,Maharashtra,Rice,2.94
F7902,Ravi,Unknown,Maize,2.98
F8207,Sunil,Unknown,Potato,1.25
F3246,Unknown,Punjab,Rice,1.1
F6232,Rajesh,Maharashtra,Rice,2.79
F6462,Manoj,Haryana,Rice,4.58
F8440,Rajesh,Unknown,Rice,4.73
F1963,Sunil,Haryana,Soybean,1.27
F8496,Rajesh,Maharashtra,Potato,4.87
F7192,Manojx,Karnataka,Maizex,3.49
F1021,Sunilx,Maharashtra,Maize,4.83
F8063,Sunil,Maharashtra,Rice,2.79
F6034,Unknown,Karnataka,Wheat,3.38
F7776,Manoj,Unknown,Wheat,3.3
F3456,Rajesh,Maharashtra,Maizex,2.88
F5808,Amit,Haryana,Potato,3.6
F5502,Unknown,Haryana,Rice,4.79
F1549,Manoj,Karnataka,Soybean,2.78
F9233,Manoj,UP,Rice,1.22
F3343,Amit,Haryana,Wheat,5.02
F3069,Manoj,UP,Rice,3.51
F5978,Unknown,UPx,Wheat,3.85
F9189,Ravi,Maharashtra,Potato,3.6
F7864,Unknown,Punjab,Soybean,3.57
F2857,Rajesh,Punjab,Soybean,1.07
F5398,Unknown,Punjab,Wheat,3.73
F7979,Manoj,Unknown,Soybean,2.61
F5229,Rajesh,Haryana,Soybean,3.46
F4358,Amit,Maharashtra,Potato,4.44
F7485,Rajesh,Karnataka,Wheat,4.87
F9038,Ravi,Unknown,Maizex,2.94
F8233,Amit,Unknown,Soybean,4.74
F6466,Rajesh,Unknown,Rice,3.28
F9462,Rajesh,UP,Soybean,5.54
F4605,Manoj,Unknown,Potato,3.74
F3539,Rajesh,Haryana,Maize,4.94
F5831,Manoj,Haryana,Rice,2.78
F8477,Ravi,UP,Rice,4.78
F8857,Rajesh,Karnataka,Potato,3.26
F5531,Amit,Maharashtra,Rice,4.34
F3358,Sunilx,Punjab,Soybean,2.91
F3048,Manoj,Punjab,Rice,1.26
F1036,Rajesh,Haryana,Potato,4.31
F9302,Rajesh,Haryanax,Wheat,3.81
F1984,Amit,Unknown,Maize,3.5
F2393,Unknown,Haryana,Wheat,3.57
F6524,Rajesh,Unknown,Rice,3.56
F3828,Amit,Punjab,Potato,1.2
F8201,Manoj,Unknown,Rice,1.14
F9046,Sunil,Haryana,Rice,2.64
F3783,Unknown,Unknownx,Rice,1.18
F5824,Amit,Punjabx,Rice,3.32
F6393,Rajesh,Punjab,Wheat,5.2
F5484,Rajesh,Karnataka,Soybean,3.58
F5037,Rajesh,Karnataka,Maizex,5.33
F8368,Amit,UP,Potato,4.49
F8952,Sunil,Karnataka,Wheat,4.93
F2477,Ravi,UP,Wheat,4.73
F6672,Manoj,UP,Rice,4.7
F8019,Rajesh,UP,Maize,2.99
F8670,Sunil,Maharashtra,Maizex,2.74
F6743,Rajesh,UP,Potato,5.16
F2091,Ravi,Punjab,Rice,4.82
F2025,Amit,Karnataka,Maize,3.16
F8396,Rajesh,Karnataka,Ricex,2.97
F1186,Sunil,Haryana,Soybean,3.6
F3362,Manoj,Maharashtra,Rice,3.77
F9773,Unknown,UP,Rice,1.22
F9646,Ravi,Punjab,Soybean,1.23
F7493,Unknown,Unknown,Potato,3.29
F1767,Ravi,Haryana,Potato,1.15
F5746,Sunil,Unknown,Potato,3.35
F8838,Manoj,UP,Potato,1.21
F8687,Unknownx,Unknown,Soybean,2.69
F7469,Sunil,UP,Rice,1.17
F9540x,Amit,Punjab,Soybean,1.17
F4713,Sunil,Karnataka,Potato,3.24
F5034,Rajesh,Karnataka,Soybeanx,4.43
F2884,Sunil,Haryana,Soybean,5.2
F3116x,Manoj,Maharashtra,Maize,5.08
F4556,Ravi,Karnataka,Rice,4.4
F3864,Ravi,Maharashtra,Potato,4.3
F2137,Rajeshx,UP,Wheat,3.38
F6709,Sunil,Unknown,Soybean,2.81
F7987,Amit,UP,Rice,2.97
F6467,Sunil,Unknown,Maize,4.99
F1604,Amit,Karnataka,Maize,3.9
F8356,Sunil,Punjab,Soybean,4.41
F8036,Manoj,Punjab,Soybean,4.64
F1170,Sunil,Haryana,Soybean,4.52
F9136,Ravi,UP,Soybean,4.96
F8123,Manoj,Unknown,Soybean,1.2
F4929,Unknown,Haryanax,Rice,4.53
F6717,Manoj,Punjab,Maize,1.26
F6438,Ravi,Unknown,Maize,1.1
F8755,Sunil,Karnataka,Wheat,3.67
F8085,Rajesh,Maharashtra,Soybean,1.07
F7225,Ravi,Karnataka,Rice,2.76
F6302,Manoj,Unknown,Soybean,1.24
F9644,Sunil,UP,Maize,4.69
F6217,Ravi,Unknown,Maize,4.87
F3075,Sunil,Karnataka,Wheat,3.65
F3076,Manoj,Karnataka,Rice,3.25
F7031,Ravi,Maharashtra,Wheat,2.68
F1281,Manoj,Maharashtra,Maize,5.13
F7330,Rajesh,UP,Potato,3.34
F5937,Sunilx,Karnataka,Rice,3.25
F2049,Rajesh,Punjab,Soybean,4.82
F9936,Sunil,Haryana,Potato,3.56
F9792,Unknown,Haryana,Soybean,3.58
F6789,Rajesh,Haryana,Rice,1.32
F8308,Manoj,Haryana,Potato,5.08
F1639,Rajeshx,Haryana,Potato,2.99
F7497,Sunil,Haryana,Potato,4.75
F1715,Unknown,Karnataka,Potato,4.71
F5300,Amit,Punjab,Wheat,5.21
F9744,Unknown,Karnataka,Soybean,4.54
F4394,Unknown,Punjab,Maize,4.62
F3359,Amit,UP,Potato,2.92
F1307,Manoj,Punjab,Rice,4.99
F7418,Sunil,Karnataka,Wheat,3.61
F8234,Rajesh,Karnataka,Soybean,4.75
F1427,Manoj,Unknown,Rice,3.81
F4564,Manoj,Haryana,Soybean,3.64
F1376,Sunil,Maharashtra,Soybean,4.84
F3276,Sunil,Karnataka,Soybean,4.69
F3476,Unknown,Maharashtra,Soybean,4.32
F3179,Amit,Haryana,Soybean,1.18
F5243,Manoj,UP,Potato,3.13
F1642x,Ravi,Unknown,Potatox,3.55
F3842,Sunil,Maharashtra,Wheat,4.7
F7295,Ravi,Haryana,Maize,3.39
F2201,Sunil,Maharashtra,Potato,1.29
F9261,Sunilx,Haryana,Potato,1.14
F6595,Ravi,Punjab,Soybean,5.41
F4304,Rajesh,Unknown,Maize,1.17
F9743,Sunil,Unknown,Rice,1.1
F2031,Sunil,Karnataka,Wheat,3.27
F6492,Amit,Haryana,Potato,3.71
F2239,Rajesh,Karnataka,Soybeanx,1.26
F7965,Amit,Maharashtra,Rice,5.02
F1930,Unknown,Haryana,Rice,2.82
F8274,Rajesh,UP,Maize,3.63
F4835,Ravi,Karnataka,Maize,4.48
F6822x,Amit,UP,Potato,3.7
F4341,Ravi,Haryana,Rice,3.48
F8957,Manoj,Karnataka,Potato,3.42
F5927,Unknown,UP,Wheat,1.29
F2002,Ravi,Punjab,Wheat,5.28
F6005,Manojx,Unknown,Potato,1.14
F7293,Ravi,Unknown,Wheat,2.68
F6505,Amit,Punjab,Wheat,4.93
F5592,Rajesh,Maharashtra,Soybean,3.34
F6250,Rajesh,Maharashtra,Potato,2.49
F6442,Ravi,Maharashtra,Maize,2.71
F2893,Amit,Unknown,Wheat,3.46
F4182,Amitx,Punjab,Maize,2.52
F3760,Unknown,Unknown,Rice,4.52
F2383,Unknown,Karnataka,Wheat,3.64
F1507,Manoj,Unknown,Potato,4.54
F5904,Unknown,UP,Soybean,3.43
F8098,Ravi,UP,Maize,2.82
F8347,Amit,Punjab,Potato,4.8
F6654,Rajesh,Karnataka,Wheat,5.49
F2251,Ravix,Unknown,Maize,3.58
F8926,Rajesh,Haryana,Maizex,4.94
F6348,Ravi,Karnataka,Wheat,3.36
F2498,Sunil,Punjab,Maizex,4.48
F9539,Manoj,Punjab,Maize,5.02
F9601,Ravi,Maharashtra,Rice,4.62
F8413,Manoj,Haryana,Rice,4.43
F3333,Unknown,Unknown,Soybean,1.26
F2381,Sunil,Maharashtra,Potato,3.54
F7468,Amit,Punjab,Soybean,1.19
F7953,Unknown,UP,Potato,3.58
F7576,Manoj,Karnataka,Wheat,3.9
F4631,Rajesh,Maharashtra,Potato,4.7
F9324,Ravi,Punjab,Maize,1.29
F6172,Ravi,Punjabx,Wheat,5.16
F3047,Amit,Punjab,Wheatx,4.67
F3670,Sunil,UP,Wheat,4.5
F9886,Amit,Karnataka,Wheat,1.32
F4225x,Unknown,UP,Wheat,3.35
F9443,Rajesh,Unknown,Potato,2.95
F9573,Unknown,Maharashtra,Rice,4.82
F4962,Amit,Karnataka,Potato,1.18
F8595x,Sunil,Karnataka,Soybean,4.75
F7383,Amit,Punjab,Potato,2.55
F3100,Ravi,Punjab,Soybean,1.2
F8495,Ravi,Punjab,Soybean,3.66
F3546,Amit,Punjab,Soybean,1.28
F4615,Rajesh,Haryana,Rice,4.6
F6061,Ravi,Haryana,Rice,2.84
F4934,Ravi,Unknown,Wheat,3.48
F7798,Sunil,Unknown,Maize,3.62
F4281,Amit,UPx,Soybean,5.31
F6714,Ravi,Punjab,Soybean,5.03
F3624,Rajesh,Karnatakax,Wheat,3.36
F8995,Unknown,Punjab,Soybeanx,2.83
F1742,Ravi,Punjab,Wheat,3.22
F4593,Ravix,Punjab,Wheat,4.79
F2111,Rajesh,Karnatakax,Rice,2.84
F2623,Amit,Haryana,Soybean,4.81
F8061,Unknown,Karnataka,Soybean,4.97
F8616,Rajesh,UP,Maize,3.33
F1430,Amit,UP,Wheat,4.95
F2824x,Manojx,Haryana,Maize,3.7
F9070,Manoj,UP,Potato,4.73
F3182,Unknown,Karnataka,Ricex,2.69
F8058,Unknownx,UP,Maize,4.87
F6251,Unknown,Haryana,Rice,1.23
F2957,Rajesh,Karnataka,Wheat,3.95
F5513,Ravi,Maharashtra,Rice,3.55
F9075,Sunil,Maharashtra,Wheat,5.08
F4082,Sunil,Maharashtra,Maize,3.25
F4008,Amit,UP,Maize,4.6
F9049,Amit,Karnataka,Wheat,3.66
F6741,Sunil,Maharashtra,Soybean,3.6
F4811,Amit,Unknown,Wheat,3.4
F8827,Unknownx,Unknown,Ricex,4.44
F4434,Sunil,UP,Rice,4.48
F5064,Amit,Unknown,Soybean,4.52
F5867,Rajesh,Haryana,Maize,3.48
F8320x,Ravi,Unknown,Soybean,3.24
F3462,Ravi,Haryana,Potato,2.67
F3612,Amit,Haryana,Potato,2.65
F3324,Ravi,UP,Rice,3.17
F3218,Unknown,Unknownx,Soybean,4.93
F5504,Manoj,UP,Rice,3.48
F8866,Sunil,Haryana,Soybean,3.37
F4716,Unknown,Maharashtra,Maize,4.51
F5960,Rajesh,Haryanax,Rice,3.43
F9628,Manoj,Unknown,Potato,3.35
F8574,Rajesh,Punjab,Wheat,4.53
F1566,Sunil,Haryana,Wheat,2.62
F2527,Unknown,Unknown,Rice,2.65
F8216,Rajesh,Maharashtrax,Wheat,4.43
F4972,Amit,UP,Soybean,1.18
F5284,Manoj,Maharashtra,Soybean,1.18
F5241,Amit,Unknown,Wheat,3.5
F7304,Unknownx,Haryana,Wheat,2.84
F3142,Rajesh,Karnataka,Rice,4.6
F4021,Amit,Haryana,Soybean,3.52
F2480,Amitx,Haryana,Wheat,5.01
F8895,Sunil,Unknown,Wheat,1.12
F1167,Unknown,UP,Maize,1.26
F7376,Unknown,UP,Wheat,2.82
F2633,Unknown,Haryana,Maize,3.43
F5873,Manoj,Unknown,Soybean,4.61
F6134,Manoj,Punjab,Maize,1.15
F6533,Unknown,Karnatakax,Rice,3.47
F7360,Unknown,Karnataka,Wheat,3.6
F5141,Manoj,Karnataka,Wheat,3.54
F3114,Sunil,Karnataka,Soybean,2.73
F1477,Ravi,Maharashtra,Rice,4.69
F9333,Ravi,Unknown,Rice,4.43
F3750,Unknown,Unknown,Potato,5.41
F2584,Amit,UP,Rice,3.64
F9055,Sunil,Haryana,Wheat,3.92
F8199,Unknown,Haryana,Potatox,4.83
F8019,Unknown,Punjab,Maize,1.23
F5391,Sunil,Maharashtra,Wheat,3.55
F2719,Rajesh,Punjab,Rice,2.86
F3831,Manoj,Haryana,Soybean,2.99
F5298,Manoj,UP,Rice,1.23
F9566,Unknown,Haryana,Wheat,2.93
F4400,Manoj,Unknownx,Potato,1.17
F5027,Ravi,Karnataka,Potato,3.54
F3699,Ravi,Karnataka,Soybean,5.37
F4851x,Sunil,Haryana,Potato,2.61
F2407,Manoj,Maharashtra,Soybean,3.32
F4313,Ravi,Unknown,Wheat,2.87
F3024,Ravi,Haryana,Wheat,5.03
F6619,Amit,Karnataka,Potato,4.15
F1196,Rajesh,Punjab,Soybean,4.71
F2721,Unknown,Unknown,Soybean,5.11
F1898,Sunil,UP,Maize,1.19
F6598,Sunil,UP,Soybean,4.59
F7592,Amit,Karnataka,Soybean,2.87
F7480,Amit,Punjab,Maize,1.13
F6601,Rajesh,Punjab,Potato,3.42
F5770,Unknown,Karnataka,Soybean,4.51
F4000,Rajesh,Haryana,Rice,3.84
F1938,Sunil,Haryana,Potato,1.25
F6879,Unknown,Haryana,Soybean,4.47
F9109,Sunil,Maharashtra,Rice,1.21
F4360,Sunil,Punjab,Maize,4.5
F4217,Sunil,Punjab,Maize,4.72
F2707,Ravi,Unknown,Maize,4.51
F6515,Unknown,Maharashtra,Soybean,3.61
F4167,Ravix,Karnataka,Potato,2.76
F7316,Sunil,Unknown,Soybean,3.64
F1256,Manoj,Haryana,Potato,3.1
F3014,Rajesh,Haryana,Potato,2.73
F3100,Unknown,Karnataka,Potato,3.28
F9465,Rajesh,UP,Potato,5.24
F8576,Manoj,Karnatakax,Potato,2.74
F2637,Manoj,Punjab,Soybean,1.33
F9421,Unknown,Karnataka,Soybean,2.71
F8350,Sunil,Karnataka,Potato,2.95
F4600,Ravi,Unknown,Maizex,4.57
F9587,Rajesh,Unknown,Wheat,1.25
F8568,Sunil,Unknown,Rice,3.09
F1386x,Ravi,Unknown,Wheat,4.79
F5060,Sunil,Unknown,Rice,4.5
F8412,Manoj,Unknown,Potato,3.49
F6249,Ravi,Punjab,Rice,3.55
F7820,Manoj,Unknown,Maize,4.87
F3079,Unknown,Unknown,Maize,1.19
F5281,Manoj,Haryana,Rice,5.08
F4980,Sunil,Haryanax,Wheat,1.22
F8110,Amit,Haryana,Soybean,4.81
F4076,Sunil,Maharashtra,Soybean,4.46
F7636,Sunil,Haryana,Ricex,5.28
